# TSTEP	KBT	PX	PY	PZ
0.000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00
2.000000e+00	4.6592789449e-02	-3.6709797645e+03	3.8478378452e+03	5.9214802803e+02	2.3658690453e+00
4.000000e+00	5.0157736265e-02	-4.1174431906e+03	5.4859120119e+03	1.0303123118e+03	3.1392767429e+00
6.000000e+00	5.2913063175e-02	9.5008262997e+02	7.4933327527e+03	9.1038394848e+02	3.9580614567e+00
8.000000e+00	5.4537502584e-02	3.5528843589e+03	1.1179794376e+04	7.6764226316e+02	3.8705077171e+00
1.000000e+01	5.5561429403e-02	4.0233737816e+03	1.3939016113e+04	4.2500028017e+02	3.3496167660e+00
1.200000e+01	5.6583650810e-02	5.5002647157e+03	1.7369088311e+04	-3.8770546277e+01	3.6053714752e+00
1.400000e+01	5.7118830444e-02	6.0826908698e+03	2.2377962092e+04	-3.7713516981e+02	3.8436856270e+00
1.600000e+01	5.7420216882e-02	8.4764226642e+03	1.9872708466e+04	-6.9439869396e+02	3.3133528233e+00
1.800000e+01	5.7478802403e-02	9.6759953072e+03	2.1270917555e+04	-7.2734799304e+02	4.0924868584e+00
2.000000e+01	5.7327050330e-02	1.1626033799e+04	2.5141773052e+04	-1.3898285511e+03	3.7259132862e+00
2.200000e+01	5.6954063960e-02	1.1734688327e+04	1.9836117202e+04	-1.8287328154e+03	3.4999377728e+00
2.400000e+01	5.6570795183e-02	1.0329774366e+04	8.6769203239e+03	-2.4054805627e+03	4.5496025085e+00
2.600000e+01	5.6270362568e-02	9.6046539612e+03	-2.4350828199e+02	-2.7232329842e+03	3.8174800873e+00
2.800000e+01	5.5983590569e-02	9.6126043026e+03	-9.5388709702e+02	-3.1886886766e+03	3.8696191311e+00
3.000000e+01	5.5783488459e-02	9.0842156806e+03	2.7214459789e+02	-3.1324405689e+03	4.0866470337e+00
3.200000e+01	5.5696161599e-02	9.0348584069e+03	4.1914716132e+03	-3.0350095469e+03	4.2431530952e+00
3.400000e+01	5.5655129126e-02	8.4032203990e+03	7.5958819313e+03	-2.5985792162e+03	4.4614968300e+00
3.600000e+01	5.5658966109e-02	8.7112941459e+03	1.0193930579e+04	-2.1003197967e+03	4.1804027557e+00
3.800000e+01	5.5855749869e-02	8.4860412438e+03	5.4600537706e+03	-1.2841387772e+03	3.9109079838e+00
4.000000e+01	5.6080433155e-02	9.7480036908e+03	-7.1166603613e+02	-4.1885315927e+02	4.5378751755e+00
4.200000e+01	5.6376201050e-02	9.8174018700e+03	-7.6984636249e+03	3.2933839447e+02	4.5378751755e+00
4.400000e+01	5.6659313592e-02	1.0236284933e+04	-1.5367756469e+04	7.0860064898e+02	4.5378751755e+00
4.600000e+01	5.6854105350e-02	1.0614187123e+04	-2.5211856479e+04	1.4112038917e+03	4.5378751755e+00
4.800000e+01	5.7122226432e-02	1.2355618252e+04	-3.5410158729e+04	2.0560370167e+03	4.5378751755e+00
5.000000e+01	5.7244862440e-02	1.1895205635e+04	-4.3794814671e+04	2.9778505472e+03	4.6567821503e+00
5.200000e+01	5.7423509536e-02	1.2275888325e+04	-4.7098534021e+04	3.4230903252e+03	4.5378751755e+00
5.400000e+01	5.7458094536e-02	1.0889685495e+04	-4.7101438911e+04	3.9562714141e+03	4.8568100929e+00
5.600000e+01	5.7619059210e-02	1.3886530578e+04	-4.7479012435e+04	4.4253977234e+03	4.6272530556e+00
5.800000e+01	5.7625670204e-02	1.5183894921e+04	-4.6982472090e+04	4.8669513870e+03	4.5378751755e+00
6.000000e+01	5.7721912146e-02	1.5471935252e+04	-4.8550049366e+04	5.2274706643e+03	4.5378751755e+00
6.200000e+01	5.7762845156e-02	1.6558290658e+04	-5.3724173217e+04	5.6497884677e+03	4.5378751755e+00
