# TSTEP	KBT	PX	PY	PZ
6.400000e+01	5.7869470561e-02	1.6793219890e+04	-5.8048576619e+04	5.9675288303e+03	4.5378751755e+00
6.600000e+01	5.7932079532e-02	1.7489934941e+04	-6.3295789929e+04	6.2538346160e+03	4.6899995804e+00
6.800000e+01	5.7944326722e-02	1.7035457510e+04	-6.8208800624e+04	6.5026489434e+03	4.6899995804e+00
7.000000e+01	5.7970096626e-02	1.7568984566e+04	-7.1117901722e+04	6.7629977805e+03	4.6899995804e+00
7.200000e+01	5.7994227674e-02	1.6437508989e+04	-7.5011070274e+04	7.1120785764e+03	4.4384889603e+00
7.400000e+01	5.7935015175e-02	1.5157620366e+04	-7.8608680453e+04	7.4491638692e+03	4.4384889603e+00
7.600000e+01	5.7825885005e-02	1.4415392166e+04	-8.3217715303e+04	7.5998808754e+03	4.4384889603e+00
7.800000e+01	5.7719616144e-02	1.5645986475e+04	-8.6509710325e+04	7.6832954969e+03	4.4384889603e+00
8.000000e+01	5.7613333982e-02	1.7156548366e+04	-9.0502231908e+04	7.8259467931e+03	4.4384889603e+00
8.200000e+01	5.7519276274e-02	1.6262375347e+04	-9.3664806787e+04	7.7698173541e+03	3.9986627102e+00
8.400000e+01	5.7397860076e-02	1.6052664053e+04	-9.6156534919e+04	7.6382293930e+03	4.2155499458e+00
8.600000e+01	5.7351189513e-02	1.4089116763e+04	-9.7750753712e+04	7.6459199417e+03	3.9986627102e+00
8.800000e+01	5.7254271546e-02	1.3884411756e+04	-1.0142586515e+05	7.6654097416e+03	3.9986627102e+00
9.000000e+01	5.7151766445e-02	1.5984277846e+04	-1.0506279095e+05	7.6897297874e+03	4.0963749886e+00
9.200000e+01	5.7013177724e-02	1.5093563330e+04	-1.0689713410e+05	7.6188336122e+03	4.1658949852e+00
9.400000e+01	5.6921798107e-02	1.3373799739e+04	-1.1007379801e+05	7.5598398375e+03	4.0263676643e+00
9.600000e+01	5.6875358986e-02	1.3372231615e+04	-1.1054053247e+05	7.4111493549e+03	4.6305813789e+00
9.800000e+01	5.6772390483e-02	1.2946009813e+04	-1.1131536579e+05	7.0979368067e+03	4.0616860390e+00
1.000000e+02	5.6704839635e-02	1.1688135652e+04	-1.1239647273e+05	6.9619386194e+03	4.2127470970e+00
1.020000e+02	5.6589077471e-02	1.2208485736e+04	-1.1391282343e+05	6.8043520982e+03	4.1482429504e+00
1.040000e+02	5.6526711268e-02	1.1962095986e+04	-1.1510426628e+05	6.7551915728e+03	4.0616860390e+00
1.060000e+02	5.6454562119e-02	1.1281618913e+04	-1.1613866642e+05	6.4674403989e+03	4.0616860390e+00
1.080000e+02	5.6363860776e-02	1.1099841063e+04	-1.1752264835e+05	6.4350497585e+03	4.0616860390e+00
1.100000e+02	5.6304720287e-02	1.0209465810e+04	-1.2041401752e+05	5.9473247416e+03	4.1773915291e+00
