4.954618e-003	-1.051720e-002	3.174721e-003
1.634678e-003	1.757310e+000	1.126417e-003
-7.003447e-008	-6.264150e-007	-1.848376e+000
-1.079134e+000	2.524171e-003	2.269811e-003
-2.819501e-002	3.483409e-001	3.051348e-001
1.522748e-002	-2.116397e-002	8.168329e-002
3.665219e-001	1.575837e-001	3.316050e-002
-1.147471e-001	3.059033e-001	-4.825777e-001
-5.558661e-001	-1.160529e-001	-5.589842e-002
-1.335099e-002	-2.043141e-001	-1.674292e-001
1.517892e-002	-1.227854e-001	-9.963954e-002
8.304230e-003	3.194943e-003	1.504617e-002
-1.226060e-001	4.664707e-002	-2.577142e-002
-7.636423e-002	-1.132842e-001	1.839854e-001
1.828856e-001	-1.044993e-001	1.090810e-001
2.388416e-001	3.778716e-003	-6.885748e-002
